,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean,perm_high_glob2,perm_medium_glob2,perm_low_glob2,perm_high_cont2,perm_medium_cont2,perm_low_cont2,lakes_depth_mean,lakes_depth_mean_norm,q_mean_yr,p_mean_yr,norm_ups_cap,NSE,NSElstm,basin_id,group
10,O171251001,L'AriÃ¨ge Ã  Auterive,FR,FR_EAUFRANCE,L'Ariège à Auterive,1.466145,43.369015,1.466145,43.369015,177,3450.0,3379.275,0,2.049999999999997,1966-01-01,2023-09-30,58,693,21041,12585,51.0,19923.0,0.0,1118.0,C,['FR004144'],541,49,"['FR004121', 'FR004122', 'FR004123', 'FR004124', 'FR004125', 'FR004126', 'FR004127', 'FR004128', 'FR004129', 'FR004130', 'FR004131', 'FR004132', 'FR004133', 'FR004134', 'FR004135', 'FR004136', 'FR004137', 'FR004138', 'FR004139', 'FR004140', 'FR004141', 'FR004142', 'FR004145', 'FR001554', 'FR001555', 'FR001556', 'FR001557', 'FR001558', 'FR001559', 'FR001560', 'FR001561', 'FR001562', 'FR001563', 'FR001564', 'FR001565', 'FR001566', 'FR001567', 'FR001568', 'FR001569', 'FR001570', 'FR001571', 'FR001572', 'FR001573', 'FR001574', 'FR001575', 'FR001576', 'FR001577', 'FR001578', 'FR001579', 'FR004143']",1.497,0.601,0.596,2.192,0.721,183.019,23.242,0.404,3.656,0.715,1.281,2.528,2.843,0.0,2.451,2.253,0.919,-0.112,0.051,16.831,1.225,3.0,230.588,4.161,4.0,3099.778,915.593,179.104,14.617,18.124,42.572,0.634,0.176,9,4.794,3.563,28.035,49.654,18.74,15.676,3.064,38.893,10.761,27.951,0.084,0.0,0.0,0.0,0.0,3.5,0.063,0.0,0.0,13.309,44.812,18.39,23.488,0.0,0.0,13.309,0.0,0.0,0.0,85.326,150.0,30.0,49.379,47.931,30.428,21.642,10.405,1.437,1.229,0.157,0.57,0.017,0.114,0.245,0.354,0.265,0.359,13.0,11.0,12.0,7.69,186.8,8.423,207.178,190.738,12.0,19.0,77.0,4.0,13.309,63.202,23.488,24.291287386215863,55.278129184514434,546.4050000000001,894.615,0.06178985282441546,0.7120189735577171,0.8393793106079102,FR004143,Group_1
0,O146401001,Le Blau Ã  Chalabre,FR,FR_EAUFRANCE,Le Blau à Chalabre,2.015837,42.977773,2.015837,42.977773,375,67.0,70.736,0,-5.576119402985081,1961-08-01,2023-09-30,63,744,22620,16274,86.0,21659.0,1.0,960.0,A,,541,1,['FR004133'],1.072,0.47,1.749,4.938,0.375,147.644,33.902,0.021,4.739,35.572,4.236,161.921,29.202,0.0,2.241,2.345,1.046,-0.032,0.032,18.778,1.241,3.0,249.469,4.638,4.0,1144.136,676.001,380.175,11.94,11.775,32.665,0.548,0.119,9,0.919,0.0,0.0,100.0,0.0,0.0,0.0,70.87,29.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.26,130.0,30.0,51.278,42.534,28.562,28.904,15.493,1.379,1.356,0.239,0.725,0.006,0.041,0.274,0.655,0.025,0.315,0.0,0.0,0.0,0.0,0.0,1.612,1.233,1.055,3.0,0.0,100.0,0.0,0.0,100.0,0.0,,0.0,391.28000000000003,817.965,0.0,0.8410037957459164,0.7983576953411102,FR004133,Group_2
1,O055401001,O0554010,FR,FR_EAUFRANCE,L'Arbas à Castelbiague [Pont de Prades],0.928657,43.046218,0.928657,43.046218,332,98.0,91.751,0,6.376530612244894,1968-10-02,2023-09-30,56,660,20035,19571,52.0,19166.0,0.0,869.0,A,,541,2,"['FR004109', 'FR001544']",1.673,0.637,1.175,2.616,0.539,162.135,31.978,0.258,5.245,7.564,1.553,39.78,9.611,0.0,2.599,2.366,0.91,-0.087,0.038,16.477,1.213,3.0,227.717,4.107,4.0,1566.539,671.291,334.678,16.25,7.528,52.748,0.856,0.08,8,0.791,0.0,11.821,76.062,12.117,12.117,0.0,0.0,76.062,11.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.318,63.681,0.001,0.0,0.0,0.0,0.0,0.0,0.0,54.719,130.0,30.0,52.964,46.551,32.528,20.921,12.966,1.434,1.187,0.24,0.733,0.003,0.01,0.3,0.672,0.016,0.31,0.0,0.0,0.0,0.0,0.0,1.906,0.0,0.195,0.0,12.0,88.0,0.0,0.0,99.999,0.001,,0.0,610.645,948.6350000000001,0.0,0.7032462113512747,0.8607377409934998,FR001544,Group_2
2,O149433001,Le Touyre Ã  LÃ©ran,FR,FR_EAUFRANCE,Le Touyre à Léran,1.912079,42.989258,1.912079,42.989258,383,90.3,93.89,0,-3.975636766334445,1978-09-19,2023-09-30,46,541,16439,12764,9.0,15078.0,1.0,1360.0,C,,541,5,"['FR004134', 'FR004135', 'FR004136', 'FR004137', 'FR001570']",1.792,0.725,0.793,2.851,0.599,169.07,32.488,0.211,5.08,3.754,1.714,47.659,6.464,0.0,2.431,2.258,0.929,-0.119,0.051,18.301,1.248,1.0,241.976,4.39,4.0,2327.901,940.039,388.339,14.722,12.028,47.68,0.489,0.233,2,0.86,0.0,32.06,45.156,22.784,10.871,11.913,30.548,14.608,32.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.895,5.743,34.361000000000004,0.0,0.0,0.0,0.0,0.0,0.0,70.211,130.0,30.0,47.541,51.126,30.053,18.821,10.579,1.451,1.228,0.191,0.641,0.071,0.014,0.248,0.523,0.144,0.262,0.0,0.0,0.0,0.0,0.0,6.437,1.732,1.009,1.0,23.0,77.0,0.0,0.0,65.638,34.361000000000004,,0.0,654.08,887.315,0.0,0.7275034094528379,0.8394634425640106,FR004137,Group_2
3,O029531001,O0295310,FR,FR_EAUFRANCE,La Noue à Laffite-Toupière [Moulin Laffite],0.914831,43.17061,0.914831,43.17061,291,120.0,120.325,0,-0.2708333333333357,1968-09-11,2023-09-30,56,657,19961,19040,147.0,19643.0,46.0,272.0,A,,541,1,['FR001526'],0.695,0.293,2.205,2.701,0.524,161.019,33.371,0.093,2.204,11.618,2.142,51.766,11.0,0.0,2.365,2.57,1.086,-0.077,0.01,18.423,1.225,3.0,238.983,4.344,4.0,544.414,411.43,295.524,5.244,31.19,1.541,0.363,0.216,9,4.78,0.0,0.0,81.406,18.594,18.594,0.0,41.317,40.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947,99.053,0.0,0.0,0.0,0.0,0.947,0.0,0.0,0.0,122.742,130.0,30.0,55.739,25.702,33.347,40.952,7.573,1.287,1.073,0.167,0.654,0.01,0.201,0.5569999999999999,0.222,0.006,0.758,0.0,0.0,0.0,0.0,0.0,0.418,0.246,2.672,2.0,19.0,81.0,0.0,0.947,99.053,0.0,,0.0,253.67499999999998,863.225,0.0,0.8131786757974306,0.8564077913761139,FR001526,Group_2
4,O203401001,L'Aussonnelle Ã  Seilh,FR,FR_EAUFRANCE,L'Aussonnelle à Seilh,1.355595,43.691837,1.355595,43.691837,115,192.0,184.291,0,4.015104166666669,1968-09-28,2023-09-30,56,652,19717,14196,374.0,18177.0,0.0,1540.0,C,,541,1,['FR004154'],0.367,0.21,2.561,2.568,0.442,159.8,35.386,0.034,1.266,17.774,2.547,76.865,7.822,0.0,1.769,2.631,1.487,-0.039,0.006,19.961,1.205,3.0,254.644,4.929,4.0,316.398,203.627,121.778,1.775,78.942,0.013,0.52,0.199,11,29.328,0.0,0.0,4.246,95.754,95.754,0.0,4.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.065,61.935,0.0,0.0,0.0,0.0,38.065,0.0,0.0,0.0,128.674,130.0,70.0,63.5,38.492,44.21,17.298,4.061,1.442,1.021,0.106,0.548,0.173,0.421,0.213,0.176,0.002,0.634,0.0,0.0,0.0,0.0,0.0,0.284,24.538,32.923,3.0,96.0,4.0,0.0,38.065,61.935,0.0,,0.0,133.95499999999998,645.685,0.0,0.7864821349286335,0.8453058302402496,FR004154,Group_2
5,O163401001,La VixiÃ¨ge Ã  Belpech,FR,FR_EAUFRANCE,La Vixiège à Belpech,1.749951,43.201718,1.749951,43.201718,243,196.0,196.522,0,-0.2663265306122405,1969-02-01,2023-09-30,55,648,19304,4648,661.0,18809.0,60.0,435.0,C,,541,1,['FR004140'],0.536,0.271,2.402,6.651,0.431,156.95,35.593,0.007,2.119,46.293,7.183,177.378,43.598,0.0,1.969,2.545,1.293,-0.04,0.013,19.852,1.235,3.0,257.759,4.929,4.0,467.94,326.545,237.586,4.637,33.789,0.196,0.585,0.132,9,4.605,0.0,0.0,88.574,11.426,11.426,0.0,88.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.812,92.188,0.0,0.0,0.0,0.0,7.812,0.0,0.0,0.0,121.371,130.0,30.0,50.756,32.442,31.609,35.949,9.005,1.328,1.015,0.098,0.52,0.002,0.276,0.5650000000000001,0.11,0.046,0.8410000000000001,0.0,0.0,0.0,0.0,0.0,0.466,36.387,34.4,4.0,11.0,89.0,0.0,7.812,92.188,0.0,,0.0,195.64000000000001,718.6850000000001,0.0,0.8226251189836518,0.8179203122854233,FR004140,Group_2
6,O184402001,La LÃ¨ze Ã  LÃ©zat-sur-LÃ¨ze,FR,FR_EAUFRANCE,La Lèze à Lézat-sur-Lèze,1.352878,43.280809,1.352878,43.280809,199,237.0,253.092,0,-6.789873417721524,1968-02-13,2023-09-30,56,668,20303,13011,16.0,19038.0,0.0,1265.0,C,,541,5,"['FR004146', 'FR004147', 'FR004148', 'FR001580', 'FR004149']",0.489,0.228,2.357,4.026,0.448,163.717,38.808,0.02,1.818,25.554,3.741,135.756,14.474,0.0,2.124,2.558,1.205,-0.072,0.01,19.348,1.217,3.0,249.242,4.585,4.0,791.756,347.817,205.086,7.509,17.995,7.304,0.465,0.169,9,5.443,0.0,3.877,90.333,5.789,5.789,0.0,77.271,13.062,3.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.526,92.809,0.0,0.664,0.0,0.0,6.526,0.0,0.0,0.0,89.612,130.0,30.0,52.769,30.353,34.527,35.12,11.806,1.325,1.354,0.156,0.619,0.004,0.27,0.4929999999999999,0.211,0.017,0.7629999999999999,1.0,1.0,1.0,0.42,3.18,0.439,20.228,16.084,2.0,6.0,94.0,0.0,6.526,92.809,0.664,7.571428571428572,12.5646010146508,178.48499999999999,775.26,0.016206951235264038,0.8537143492484585,0.8931358009576797,FR004149,Group_2
7,O187401001,La LÃ¨ze Ã  Labarthe-sur-LÃ¨ze,FR,FR_EAUFRANCE,La Lèze à Labarthe-sur-Lèze,1.406594,43.45119,1.406594,43.45119,159,351.0,368.121,0,-4.877777777777773,1968-09-28,2023-09-30,56,661,20076,12990,15.0,19948.0,0.0,128.0,A,,541,8,"['FR004146', 'FR004147', 'FR004148', 'FR004149', 'FR004150', 'FR004151', 'FR004152', 'FR001580']",0.442,0.217,2.099,4.597,0.461,164.528,38.919,0.019,1.655,27.635,4.075,148.026,18.576,0.0,2.028,2.578,1.272,-0.067,0.009,19.335,1.216,3.0,250.63,4.679,4.0,791.756,313.515,165.3,6.586,23.584,5.027,0.4,0.188,9,7.092,0.0,2.666,83.67899999999999,13.656,13.656,0.0,74.698,8.981,2.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37,81.17399999999999,0.0,0.4559999999999999,0.0,0.0,18.37,0.0,0.0,0.0,94.558,130.0,30.0,54.094,29.727,35.684,34.59,11.338,1.325,1.278,0.134,0.58,0.014,0.424,0.3959999999999999,0.153,0.012,0.82,1.0,1.0,1.0,0.42,3.18,0.407,29.664,24.07,3.0,14.000000000000002,86.0,0.0,18.37,81.17399999999999,0.4559999999999999,7.571428571428572,8.638463983309837,161.33,740.22,0.011670130479195153,0.8660514935886183,0.8892477080225945,FR004152,Group_2
8,O222251001,O2222510,FR,FR_EAUFRANCE,L'Hers à Toulouse [Pont de Périole],1.4801,43.62777,1.4801,43.62777,140,768.0,793.654,0,-3.340364583333333,1965-01-01,2023-09-30,55,655,19919,9458,1538.0,18743.0,658.0,518.0,C,,541,6,"['FR004156', 'FR004157', 'FR004158', 'FR004159', 'FR001592', 'FR001593']",0.379,0.205,2.762,3.134,0.555,162.481,37.172,0.036,1.317,15.03,3.563,69.256,9.843,0.0,1.822,2.615,1.435,-0.083,0.009,20.083,1.218,3.0,257.025,4.972,4.0,402.482,221.214,124.574,3.923,44.916,0.039,0.507,0.212,9,7.861,0.0,0.0,83.472,16.528,16.528,0.0,83.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.997,81.003,0.0,0.0,0.0,0.0,18.997,0.0,0.0,0.0,114.944,130.0,30.0,56.264,28.58,35.06,36.36,8.095,1.315,1.013,0.078,0.459,0.094,0.693,0.174,0.029,0.003,0.867,1.0,1.0,6.0,1.59,7.66,0.36,75.993,88.781,5.0,17.0,83.0,0.0,18.997,81.003,0.0,4.817610062893082,9.651561007693529,138.335,665.03,0.014512970854989293,0.8200999680398221,0.8266361951828003,FR001593,Group_2
9,O059251001,O0592510,FR,FR_EAUFRANCE,Le Salat à Roquefort-sur-Garonne,0.973925,43.154443,0.973925,43.154443,270,1570.0,1571.908,0,-0.1215286624203759,1913-01-01,2023-09-30,111,1329,40450,40450,0.0,37672.0,0.0,2778.0,C,,541,33,"['FR004094', 'FR004095', 'FR004096', 'FR004097', 'FR004098', 'FR004099', 'FR004100', 'FR004101', 'FR004102', 'FR004103', 'FR004104', 'FR004105', 'FR004106', 'FR004107', 'FR004108', 'FR004109', 'FR004110', 'FR001530', 'FR001531', 'FR001532', 'FR001533', 'FR001534', 'FR001535', 'FR001536', 'FR001537', 'FR001538', 'FR001539', 'FR001540', 'FR001541', 'FR001542', 'FR001543', 'FR001544', 'FR001545']",2.316,0.861,0.796,2.162,0.666,183.472,29.027,0.536,5.771,1.333,1.361,8.286,3.582,0.0,2.689,2.269,0.844,-0.087,0.067,16.396,1.203,3.0,227.703,4.079,4.0,2840.424,981.246,262.782,19.641,6.072,62.077,0.646,0.157,2,0.832,9.624,28.644,42.795,18.932,4.232,14.7,15.694,27.101,28.612,0.032,0.0,0.0,0.0,0.0,8.147,1.152,0.0,0.325,0.2,30.483,12.581,56.734,0.0,0.0,0.2,0.0,0.0,0.0,59.314,150.0,30.0,50.309,48.799,32.186,19.015,11.414,1.447,1.36,0.208,0.636,0.0099999999999999,0.009,0.241,0.509,0.229,0.25,2.0,1.0,2.0,0.38,3.9,7.961,1.172,1.703,3.0,19.0,71.00000000000001,10.0,0.2,43.064,56.734,10.263157894736842,2.4810612325912205,845.3399999999999,981.485,0.002527864646521567,0.7295168568970687,0.8690778464078903,FR001545,Group_2
10,O200001001,O1900010,FR,FR_EAUFRANCE,La Garonne à Portet-sur-Garonne,1.41513,43.526473,1.41513,43.526473,147,9980.0,9943.879,0,0.3619338677354627,1910-01-02,2023-09-30,114,1365,41545,41545,0.0,40806.0,0.0,739.0,A,['FR001585'],541,155,"['ES000333', 'ES000453', 'ES000507', 'FR004084', 'FR004085', 'FR004086', 'FR004087', 'FR004088', 'FR004089', 'FR004090', 'FR004091', 'FR004092', 'FR004093', 'FR004094', 'FR004095', 'FR004096', 'FR004097', 'FR004098', 'FR004099', 'FR004100', 'FR004101', 'FR004102', 'FR004103', 'FR004104', 'FR004105', 'FR004106', 'FR004107', 'FR004108', 'FR004109', 'FR004110', 'FR004111', 'FR004112', 'FR004113', 'FR004114', 'FR004115', 'FR004116', 'FR004117', 'FR004118', 'FR004119', 'FR004120', 'FR004121', 'FR004122', 'FR004123', 'FR004124', 'FR004125', 'FR004126', 'FR004127', 'FR004128', 'FR004129', 'FR004130', 'FR004131', 'FR004132', 'FR004133', 'FR004134', 'FR004135', 'FR004136', 'FR004137', 'FR004138', 'FR004139', 'FR004140', 'FR004141', 'FR004142', 'FR004143', 'FR004144', 'FR004145', 'FR004146', 'FR004147', 'FR004148', 'FR004149', 'FR004150', 'FR004151', 'FR004152', 'FR001495', 'FR001496', 'FR001497', 'FR001498', 'FR001499', 'FR001500', 'FR001501', 'FR001502', 'FR001503', 'FR001504', 'FR001505', 'FR001506', 'FR001507', 'FR001508', 'FR001509', 'FR001510', 'FR001511', 'FR001512', 'FR001513', 'FR001514', 'FR001515', 'FR001516', 'FR001517', 'FR001518', 'FR001519', 'FR001520', 'FR001522', 'FR001523', 'FR001524', 'FR001525', 'FR001526', 'FR001527', 'FR001528', 'FR001529', 'FR001530', 'FR001531', 'FR001532', 'FR001533', 'FR001534', 'FR001535', 'FR001536', 'FR001537', 'FR001538', 'FR001539', 'FR001540', 'FR001541', 'FR001542', 'FR001543', 'FR001544', 'FR001545', 'FR001546', 'FR001547', 'FR001548', 'FR001549', 'FR001550', 'FR001551', 'FR001552', 'FR001553', 'FR001554', 'FR001555', 'FR001556', 'FR001557', 'FR001558', 'FR001559', 'FR001560', 'FR001561', 'FR001562', 'FR001563', 'FR001564', 'FR001565', 'FR001566', 'FR001567', 'FR001568', 'FR001569', 'FR001570', 'FR001571', 'FR001572', 'FR001573', 'FR001574', 'FR001575', 'FR001576', 'FR001577', 'FR001578', 'FR001579', 'FR001580', 'FR001581', 'FR001584', 'FR001585', 'FR001587']",1.534,0.606,0.918,2.139,0.71,185.486,26.333,0.403,3.771,0.83,1.452,2.463,3.352,0.0,2.53,2.312,0.914,-0.1,0.044,15.838,1.216,3.0,224.614,4.015,4.0,3191.122,896.438,138.643,15.183,18.01,44.057,0.605,0.181,9,4.786,4.198,21.143,49.849,24.777,16.294,8.483,33.105,16.744,21.003,0.14,0.0,0.0,0.0,0.0,3.536,0.611,0.0,0.051,12.982,41.229,10.215,35.574,0.0,0.0,12.982,0.0,0.0,0.0,80.635,150.0,0.0,51.55,43.171,33.678,23.141,10.916,1.413,1.32,0.163,0.581,0.019,0.128,0.256,0.367,0.2219999999999999,0.384,37.0,29.0,46.0,16.99,238.38,8.129,426.764,464.46,29.0,25.0,71.0,4.0,12.982,51.444,35.574,14.030606238964097,23.972536270805385,559.91,923.4499999999999,0.02595975555883414,0.780986665852655,0.9139428436756134,FR001584,Group_2
