,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean,perm_high_glob2,perm_medium_glob2,perm_low_glob2,perm_high_cont2,perm_medium_cont2,perm_low_cont2,basin_id,group
10,H123101001,L'Aube Ã  Blaincourt-sur-Aube,FR,FR_EAUFRANCE,L'Aube à Blaincourt-sur-Aube,4.457205,48.394757,4.457205,48.394757,111,1640.0,1647.031,0,-0.4287195121951188,1953-02-27,2023-09-30,71,847,25733,21999,50.0,25249.0,1.0,483.0,A,['FR000398'],677,11,"['FR000302', 'FR003488', 'FR003489', 'FR003490', 'FR003491', 'FR003492', 'FR000395', 'FR000396', 'FR000397', 'FR000398']",0.982,0.436,1.776,2.604,0.625,146.015,30.914,0.131,3.263,1.667,4.034,50.726,9.421,0.0,2.258,2.253,0.998,-0.032,0.027,15.566,1.179,1.0,223.675,4.135,4.0,525.727,303.195,110.205,4.188,49.343,1.509,0.479,0.191,8,1.55,0.0,0.0,96.2,3.799,3.799,0.0,3.792,92.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.507,87.963,2.53,0.0,0.0,0.0,9.038,0.469,0.0,0.0,82.797,130.0,30.0,53.94,34.294,37.838,27.868,8.252,1.362,0.993,0.169,0.619,0.016,0.353,0.099,0.521,0.006,0.4519999999999999,1.0,1.0,3.0,4.49,23.81,1.559,1.98,7.072,8.0,4.0,96.0,0.0,9.507,90.493,0.0,FR003492,Group_1
11,H248201001,H2482010,FR,FR_EAUFRANCE,L'Armançon à Brienon-sur-Armançon,3.613182,47.985736,3.613182,47.985736,85,2982.0,2844.741,0,4.602917505030182,1949-05-16,2023-09-30,74,855,25584,7934,1582.0,25051.0,0.0,533.0,C,,677,18,"['FR000308', 'FR000309', 'FR003425', 'FR003521', 'FR003522', 'FR003523', 'FR003524', 'FR003525', 'FR003526', 'FR003527', 'FR003528', 'FR003529', 'FR003530', 'FR000425', 'FR000426', 'FR000427', 'FR000428', 'FR000429', 'FR000430', 'FR000431']",0.861,0.39,2.003,3.466,0.586,142.75,26.403,0.092,3.068,9.441,4.766,75.517,17.948,0.0,2.188,2.32,1.061,-0.029,0.022,16.137,1.153,1.0,226.791,4.191,4.0,602.386,288.895,86.923,4.02,54.953,1.758,0.503,0.188,8,1.817,0.527,0.974,92.145,6.354,6.107,0.247,16.574,75.571,0.974,0.0,0.0,0.0,0.0,0.0,0.527,0.0,0.0,0.0,9.574,79.182,9.859,1.384,0.0,0.0,8.222,1.352,0.0,0.0,90.675,130.0,30.0,54.315,37.217,37.624,25.159,7.108,1.379,1.1,0.16,0.616,0.0199999999999999,0.395,0.266,0.311,0.005,0.661,4.0,4.0,6.0,2.09,10.85,1.402,5.128,15.187,16.0,6.0,93.0,1.0,9.574,89.041,1.384,FR000431,Group_1
12,F439000101,Le Loing Ã  Ã‰pisy,FR,FR_EAUFRANCE,Le Loing à Épisy,2.78725,48.3367,2.78725,48.3367,48,3900.0,3907.227,0,-0.1853076923076887,1949-01-01,2023-09-30,75,897,27301,27301,0.0,26946.0,66.0,289.0,A,,677,26,"['FR000315', 'FR000316', 'FR000317', 'FR000318', 'FR000319', 'FR000320', 'FR000321', 'FR000322', 'FR000323', 'FR003431', 'FR003432', 'FR003433', 'FR003434', 'FR003435', 'FR003436', 'FR003437', 'FR003438', 'FR003439', 'FR003537', 'FR003549', 'FR003550', 'FR000444', 'FR000445', 'FR000446', 'FR000447', 'FR000451', 'FR000455']",0.405,0.217,2.203,1.926,0.704,152.681,22.551,0.101,1.243,2.272,2.831,6.926,7.597,0.0,1.867,2.344,1.256,-0.009,0.016,16.845,1.157,1.0,237.323,4.397,4.0,385.326,149.496,45.061,1.462,88.698,0.005,0.616,0.199,8,13.587,0.0,0.0,56.217,43.783,37.28,6.503,14.65,41.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.068,53.135000000000005,1.67,0.127,0.0,0.0,6.781,25.805,0.0,12.482,117.12,130.0,30.0,55.355,42.575,34.657,22.768,5.435,1.406,1.891,0.134,0.58,0.036,0.585,0.136,0.2279999999999999,0.006,0.721,1.0,1.0,32.0,7.37,21.1,0.929,465.825,577.061,13.0,44.0,56.00000000000001,0.0,45.068,54.80500000000001,0.127,FR003439,Group_1
0,H207311001,H2073110,FR,FR_EAUFRANCE,Le Sauzay à Corvol-l'Orgueilleux,3.412412,47.432011,3.412412,47.432011,172,80.4,81.555,0,-1.4365671641791058,1967-01-31,2023-09-30,57,681,20697,20697,0.0,20224.0,296.0,177.0,A,,677,1,['FR000406'],1.005,0.447,1.484,1.89,0.729,157.4,20.974,0.266,2.839,0.904,2.125,0.39,2.444,0.0,2.266,2.34,1.033,-0.067,0.018,17.226,1.163,1.0,230.724,4.315,4.0,383.818,267.359,170.483,4.19,43.156,0.882,0.655,0.134,8,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.79,130.0,30.0,56.509,42.383,36.296,21.321,4.259,1.408,0.853,0.196,0.665,0.015,0.253,0.14,0.5720000000000001,0.018,0.393,0.0,0.0,0.0,0.0,0.0,0.894,0.48,0.423,2.0,0.0,100.0,0.0,0.0,100.0,0.0,FR000406,Group_2
1,H200102001,L'Yonne Ã  Corancy,FR,FR_EAUFRANCE,L'Yonne à Corancy,3.943477,47.099293,3.943477,47.099293,332,106.0,106.266,0,-0.2509433962264201,1990-01-25,2023-09-30,34,405,12265,9394,37.0,11346.0,624.0,295.0,B,,677,2,"['FR000402', 'FR003503']",2.207,0.797,0.8,2.31,0.664,137.71,20.445,0.355,6.204,1.08,2.0,31.595,7.686,0.0,2.774,2.203,0.794,-0.085,0.025,16.654,1.154,1.0,221.648,4.182,4.0,910.083,588.489,331.413,8.654,8.097,8.258,0.569,0.112,12,1.005,88.995,0.0,0.0,11.005,0.0,11.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.041,0.0,50.954,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.654,130.0,30.0,43.372,75.458,15.869,8.673,6.738,1.628,1.84,0.245,0.733,0.01,0.0,0.352,0.623,0.015,0.352,0.0,0.0,0.0,0.0,0.0,3.131,0.0,0.0,2.0,11.0,0.0,89.0,0.0,0.0,100.0,FR003503,Group_2
2,F429000101,Le Betz Ã  Bransles,FR,FR_EAUFRANCE,Le Betz à Bransles,2.823528,48.141717,2.823528,48.141717,83,157.0,157.054,0,-0.0343949044586,1996-04-17,2012-04-29,17,193,5854,5730,3.0,5775.0,0.0,79.0,A,,677,1,['FR003436'],0.316,0.17,2.322,2.398,0.672,149.067,20.101,0.053,1.001,3.432,2.037,29.2,13.765,0.0,1.816,2.322,1.279,-0.001,0.016,17.947,1.141,1.0,240.126,4.463,4.0,188.91,141.081,84.758,1.038,96.022,0.0,0.572,0.175,11,1.303,0.0,0.0,6.832,93.168,75.338,17.83,0.0,6.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.107,10.364,0.0,0.53,0.0,0.0,0.0,89.107,0.0,0.0,122.632,130.0,50.0,58.872,44.237,38.046,17.717,4.493,1.453,1.182,0.143,0.597,0.037,0.602,0.104,0.246,0.0,0.706,0.0,0.0,1.0,0.62,2.19,0.889,22.326,28.174,1.0,93.0,7.000000000000001,0.0,89.107,10.364,0.53,FR003436,Group_2
3,H240201001,L'ArmanÃ§on Ã  Brianny,FR,FR_EAUFRANCE,L'Armançon à Brianny,4.381415,47.411973,4.381415,47.411973,302,222.0,220.882,0,0.5036036036036013,1968-05-01,2023-09-30,56,660,20068,18250,173.0,19002.0,29.0,1037.0,C,,677,1,['FR003521'],0.634,0.276,2.003,4.107,0.457,132.288,30.491,0.018,2.558,26.421,3.269,127.863,18.117,0.0,2.314,2.267,0.98,-0.028,0.028,16.804,1.148,1.0,227.798,4.273,4.0,580.993,413.728,294.761,3.905,59.229,0.619,0.562,0.112,8,1.069,0.0,3.417,96.583,0.0,0.0,0.0,6.785,89.798,3.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.216,130.0,30.0,52.695,36.856,32.968,30.176,8.428,1.359,1.126,0.163,0.642,0.0249999999999999,0.25,0.561,0.153,0.003,0.811,1.0,1.0,1.0,0.48,1.75,1.641,0.0,0.632,5.0,0.0,100.0,0.0,0.0,100.0,0.0,FR003521,Group_2
4,F438000201,Le Lunain Ã  Ã‰pisy,FR,FR_EAUFRANCE,Le Lunain à Épisy,2.774665,48.329012,2.774665,48.329012,51,252.0,252.811,0,-0.3218253968253996,1969-01-01,2023-09-30,50,595,18071,10763,1925.0,16828.0,21.0,1222.0,C,,677,2,"['FR003437', 'FR003438']",0.236,0.13,1.171,1.587,0.791,160.727,17.565,0.068,0.567,0.345,1.7,4.998,3.37,0.0,1.805,2.322,1.286,0.0,0.015,17.838,1.148,1.0,239.881,4.473,4.0,202.015,131.984,45.061,1.578,87.644,0.0,0.516,0.222,11,6.002,0.0,0.0,34.89,65.11,47.278,17.832,0.0,34.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.946000000000005,42.054,0.0,0.0,0.0,0.0,0.182,57.764,0.0,0.0,112.143,130.0,50.0,57.154,35.651,40.063,24.286,6.849,1.396,1.231,0.133,0.576,0.025,0.666,0.071,0.2319999999999999,0.005,0.7370000000000001,0.0,0.0,0.0,0.0,0.0,1.059,11.468,16.602,3.0,65.0,35.0,0.0,57.946000000000005,42.054,0.0,FR003438,Group_2
5,H332201001,La Bezonde Ã  Pannes,FR,FR_EAUFRANCE,La Bezonde à Pannes,2.675657,48.002885,2.675657,48.002885,83,339.0,342.493,0,-1.030383480825957,1980-10-29,2023-09-30,44,516,15677,15677,0.0,14893.0,0.0,784.0,C,,677,1,['FR003549'],0.364,0.203,2.009,3.955,0.48,138.537,26.299,0.011,1.481,23.858,3.294,120.93,17.2,0.0,1.779,2.371,1.333,0.012,0.016,17.906,1.153,1.0,240.915,4.479,4.0,169.843,115.949,84.025,0.872,98.878,0.0,0.695,0.215,9,42.16,0.0,0.0,100.0,0.0,0.0,0.0,56.243,43.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.364,24.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.364,98.284,130.0,50.0,46.227,53.692,30.707,15.601,5.444,1.508,1.809,0.134,0.6,0.03,0.444,0.249,0.251,0.022,0.6930000000000001,0.0,0.0,4.0,0.6,1.6,0.789,68.712,82.81,1.0,0.0,100.0,0.0,75.364,24.636,0.0,FR003549,Group_2
6,F474000102,H4322030,FR,FR_EAUFRANCE,L'Yerres à Courtomer,2.901109,48.648237,2.901109,48.648237,,429.0,430.294,0,-0.3016317016316976,1983-08-13,2023-09-30,41,482,14578,12853,81.0,13378.0,3.0,1197.0,C,,677,2,"['FR000339', 'FR003451']",0.288,0.158,2.086,4.006,0.425,137.816,27.318,0.005,1.441,44.477,6.607,165.227,23.32,0.01,1.791,2.27,1.267,0.002,0.016,17.634,1.153,1.0,238.683,4.412,4.0,175.803,127.69,75.287,1.098,95.978,0.0,0.639,0.176,8,2.971,0.0,0.0,95.253,4.747,4.747,0.0,0.0,95.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.881,31.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.812,130.0,50.0,63.613,33.838,49.541,16.621,1.864,1.45,1.132,0.115,0.524,0.031,0.783,0.014,0.15,0.017,0.797,0.0,0.0,0.0,0.0,0.0,1.29,17.31,34.985,4.0,5.0,95.0,0.0,0.0,100.0,0.0,FR000339,Group_2
