,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean,perm_high_glob2,perm_medium_glob2,perm_low_glob2,perm_high_cont2,perm_medium_cont2,perm_low_cont2,basin_id,group
10,L574191001,L'Anglin Ã  MÃ©rigny,FR,FR_EAUFRANCE,L'Anglin à Mérigny,0.924295,46.630508,0.924295,46.630508,82,1636.85,1636.208,0,0.0392216757796881,1969-01-01,2023-09-30,44,517,15711,9131,4285.0,15351.0,78.0,282.0,E,,732,6,"['FR003972', 'FR003973', 'FR003974', 'FR003975', 'FR003976', 'FR001247']",0.615,0.292,3.159,3.345,0.468,141.925,29.198,0.035,2.44,24.554,3.559,115.849,22.116,0.0,2.138,2.426,1.134,-0.087,0.011,17.511,1.177,1.0,232.833,4.414,4.0,432.48,200.789,73.571,2.127,79.669,0.012,0.698,0.211,8,1.115,27.914,14.722,34.943,22.422,0.0,22.422,0.786,34.157,14.722,0.0,0.0,0.0,0.0,0.0,26.855,1.059,0.0,0.0,22.352,27.971,10.348,39.329,0.0,0.0,0.226,22.126,0.0,0.0,99.379,130.0,30.0,52.21,45.223,34.3,20.477,6.262,1.417,1.006,0.172,0.675,0.007,0.216,0.65,0.114,0.011,0.866,0.0,0.0,9.0,1.57,4.23,0.84,17.516,35.732,8.0,22.0,50.0,28.000000000000004,22.352,38.319,39.329,FR003976,Group_1
11,L234161001,L2341620,FR,FR_EAUFRANCE,Le Clain à Poitiers,0.345826,46.575458,0.345826,46.575458,69,2091.18,2096.024,0,-0.2316395527883803,1988-01-01,2012-12-31,22,251,7589,4689,1543.0,5339.0,0.0,2250.0,D,,732,15,"['FR003946', 'FR003947', 'FR003948', 'FR003949', 'FR001206', 'FR001207', 'FR001208', 'FR001209', 'FR001210', 'FR001211', 'FR001212', 'FR001213', 'FR001214', 'FR001215', 'FR001216']",0.534,0.251,2.242,3.025,0.612,141.176,23.009,0.06,1.88,11.262,4.5,78.594,23.667,0.0,2.177,2.496,1.146,-0.202,0.008,18.369,1.227,2.0,237.159,4.678,4.0,271.379,143.466,70.488,1.439,91.51,0.026,0.578,0.217,8,6.002,3.747,1.408,64.368,30.477000000000004,8.31,22.167,2.782,61.586,1.408,0.0,0.0,0.0,0.0,0.0,2.982,0.765,0.0,0.0,9.666,82.30199999999999,0.885,7.147,0.0,0.0,1.502,8.164,0.0,0.0,107.635,130.0,50.0,53.58,43.577,32.716,23.706,8.061,1.398,1.021,0.127,0.601,0.027,0.583,0.254,0.13,0.003,0.837,0.0,0.0,5.0,0.62,1.23,0.765,134.512,194.584,10.0,30.0,66.0,4.0,9.666,83.187,7.147,FR001216,Group_1
12,L471071001,La Creuse Ã  Ciron [Scoury],FR,FR_EAUFRANCE,La Creuse à Ciron [Scoury],1.289224,46.632484,1.289224,46.632484,90,3333.96,3342.867,0,-0.2671597739624996,1970-08-28,2023-09-30,54,637,19355,12025,37.0,14709.0,0.0,4646.0,C,,732,18,"['FR003955', 'FR003956', 'FR003957', 'FR003958', 'FR003959', 'FR003960', 'FR003961', 'FR003962', 'FR003963', 'FR001227', 'FR001228', 'FR001229', 'FR001230', 'FR001231', 'FR001232', 'FR001233', 'FR001234', 'FR001235', 'FR001236', 'FR001237']",0.916,0.387,1.534,3.933,0.561,148.784,25.791,0.082,2.921,7.528,3.031,90.199,11.037,0.0,2.373,2.371,0.999,-0.053,0.018,15.988,1.179,1.0,223.335,4.151,4.0,951.698,388.587,83.538,3.909,49.151,1.016,0.465,0.17,4,1.124,46.313,31.619,19.511,2.558,0.077,2.481,1.212,18.299,31.619,0.0,0.0,0.0,0.0,0.0,42.372,3.234,0.707,0.0,11.081,8.088,24.165,56.666,0.0,0.0,1.715,8.618,0.0,0.748,86.583,130.0,0.0,52.006,45.319,34.123,20.439,8.871,1.402,1.388,0.185,0.686,0.0199999999999999,0.08,0.671,0.212,0.012,0.751,8.0,7.0,14.0,4.52,70.49,1.308,6.377,13.171,17.0,3.0,51.0,46.0,11.081,32.253,56.666,FR003963,Group_1
13,L602071001,La Creuse Ã  Leugny,FR,FR_EAUFRANCE,La Creuse à Leugny,0.703836,46.909535,0.703836,46.909535,48,7996.09,8005.507,0,-0.1177700601168754,1964-01-01,2023-09-30,60,717,21823,21823,0.0,20597.0,0.0,1226.0,C,,732,47,"['FR003955', 'FR003956', 'FR003957', 'FR003958', 'FR003959', 'FR003960', 'FR003961', 'FR003962', 'FR003963', 'FR003964', 'FR003965', 'FR003966', 'FR003967', 'FR003968', 'FR003969', 'FR003970', 'FR003971', 'FR003972', 'FR003973', 'FR003974', 'FR003975', 'FR003976', 'FR003977', 'FR003978', 'FR001227', 'FR001228', 'FR001229', 'FR001230', 'FR001231', 'FR001232', 'FR001233', 'FR001234', 'FR001235', 'FR001236', 'FR001237', 'FR001238', 'FR001239', 'FR001240', 'FR001241', 'FR001242', 'FR001243', 'FR001244', 'FR001245', 'FR001246', 'FR001247', 'FR001248', 'FR001249', 'FR001250', 'FR001251']",0.781,0.341,2.094,3.009,0.593,147.362,24.332,0.109,2.633,7.547,2.641,50.39,14.009,0.0,2.283,2.39,1.047,-0.079,0.014,16.396,1.185,1.0,224.424,4.248,4.0,951.698,298.259,44.989,3.252,60.048,0.598,0.535,0.187,4,1.308,41.021,22.206,28.708,8.064,0.905,7.159,0.667,28.041,22.206,0.0,0.0,0.0,0.0,0.0,38.353,1.742,0.397,0.529,16.897000000000002,16.252,15.959,50.892,0.0,0.0,3.242,12.299,0.0,1.356,91.047,130.0,0.0,51.971,46.172,33.735,20.043,8.051,1.413,1.371,0.177,0.678,0.016,0.141,0.623,0.2019999999999999,0.011,0.764,11.0,10.0,53.0,15.51,116.08,1.06,66.615,119.221,26.0,8.0,51.0,41.0,16.897000000000002,32.211,50.892,FR003978,Group_1
0,L001061101,L0010620,FR,FR_EAUFRANCE,La Vienne à Peyrelevade [La Rigole du Diable],1.995023,45.704257,1.995023,45.704257,742,71.0,72.239,0,-1.7450704225352172,1969-01-01,2022-08-31,54,644,19601,19601,0.0,9377.0,9202.0,1022.0,C,,732,2,"['FR001178', 'FR001179']",2.279,0.689,1.558,2.853,0.613,140.615,22.537,0.199,7.128,2.031,2.019,60.934,11.848,0.009,3.243,2.234,0.689,-0.132,0.05,15.96,1.217,2.0,215.049,4.071,4.0,957.363,827.859,739.107,5.309,23.653,0.431,0.625,0.067,4,1.042,83.942,16.058,0.0,0.0,0.0,0.0,0.0,0.0,16.058,0.0,0.0,0.0,0.0,0.0,83.942,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,69.633,59.096,29.233,11.671,9.616,1.338,2.342,0.209,0.659,0.01,0.01,0.371,0.404,0.207,0.381,0.0,0.0,0.0,0.0,0.0,3.922,0.351,0.068,1.0,0.0,16.0,84.0,0.0,0.0,100.0,FR001179,Group_2
1,L233401001,L2334010,FR,FR_EAUFRANCE,Le Miosson à Smarves [La Bertandinière],0.372099,46.523242,0.372099,46.523242,90,131.79,130.746,0,0.792169360345992,1989-01-01,2023-09-30,35,406,12282,5940,409.0,10923.0,0.0,1359.0,C,,732,1,['FR001215'],0.21,0.108,2.544,2.491,0.577,131.31,25.231,0.022,0.661,9.528,3.245,60.256,14.364,0.0,2.012,2.474,1.229,-0.156,0.008,18.518,1.205,2.0,240.139,4.652,4.0,144.38,126.292,90.964,1.213,95.097,0.0,0.781,0.203,10,21.798,0.0,0.0,35.332,64.668,0.0,64.668,0.0,35.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.279,130.0,70.0,54.315,39.636,29.55,30.814,7.023,1.373,0.894,0.134,0.612,0.039,0.456,0.219,0.267,0.012,0.675,0.0,0.0,0.0,0.0,0.0,0.696,5.15,7.205,2.0,65.0,35.0,0.0,0.0,100.0,0.0,FR001215,Group_2
2,L240403001,L2404030,FR,FR_EAUFRANCE,La Boivre à Vouneuil-sous-Biard [La Ribalière],0.273531,46.579994,0.273531,46.579994,88,177.03,177.378,0,-0.1965768513811132,1987-01-01,2023-09-30,36,420,12754,6482,668.0,10009.0,0.0,2745.0,C,,732,3,"['FR003950', 'FR003951', 'FR001218']",0.497,0.25,2.67,3.076,0.641,141.484,21.525,0.063,1.856,14.423,6.579,65.365,15.846,0.0,2.119,2.49,1.175,-0.21,0.009,19.716,1.231,1.0,241.867,4.782,4.0,217.986,150.09,83.217,1.503,89.604,0.069,0.523,0.165,10,16.003,0.311,1.138,14.685,83.866,7.417,76.449,0.0,14.685,1.138,0.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,62.039,37.588,0.0,0.372,0.0,0.0,0.0,62.039,0.0,0.0,126.854,130.0,50.0,51.648,44.056,34.5,21.444,8.157,1.404,1.205,0.153,0.634,0.017,0.581,0.2009999999999999,0.189,0.003,0.7819999999999999,0.0,0.0,0.0,0.0,0.0,0.814,13.081,18.734,3.0,84.0,16.0,0.0,62.039,37.588,0.372,FR001218,Group_2
3,L403301001,L4033010,FR,FR_EAUFRANCE,La Rozeille à Moutier-Rozeille [Aubusson],2.178258333,45.93089311,2.177233,45.931905,440,188.63,189.16,1,-0.2809733340401851,1959-01-01,2023-09-30,65,777,23646,15687,3.0,22791.0,0.0,855.0,A,,732,2,"['FR001227', 'FR001228']",1.12,0.416,1.69,3.345,0.604,151.937,30.548,0.069,3.691,4.249,2.825,80.558,12.34,0.0,2.689,2.293,0.853,-0.037,0.04,16.164,1.165,1.0,218.764,4.031,4.0,882.258,679.044,445.951,5.948,19.707,1.381,0.542,0.153,4,1.01,79.02499999999999,20.975,0.0,0.0,0.0,0.0,0.0,0.0,20.975,0.0,0.0,0.0,0.0,0.0,66.041,12.984,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,58.323,48.521,34.958,16.521,10.214,1.331,2.082,0.212,0.7,0.004,0.0,0.536,0.394,0.062,0.536,1.0,1.0,1.0,0.18,1.15,2.414,0.0,0.0,3.0,0.0,21.0,79.0,0.0,0.0,100.0,FR001228,Group_2
4,L312301001,L3123010,FR,FR_EAUFRANCE,L'Envigne à Thuré [Pont de Besse],0.494809,46.812312,0.494809,46.812312,54,241.51,244.524,0,-1.2479814500434807,1968-01-01,2023-09-30,34,399,12146,5936,8216.0,8182.0,138.0,3826.0,E,,732,1,['FR001226'],0.246,0.14,2.44,3.022,0.598,144.167,26.774,0.007,0.852,9.818,2.512,88.085,20.472,0.005,1.821,2.44,1.34,-0.127,0.008,19.185,1.183,1.0,243.446,4.756,4.0,172.948,97.278,52.61,1.714,84.818,0.0,0.629,0.114,8,1.575,0.0,0.0,85.145,14.855,0.562,14.293,0.0,85.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.724,11.376,4.9,0.0,0.0,0.0,0.0,0.0,0.0,83.724,125.285,130.0,30.0,57.346,38.073,38.744,23.183,5.837,1.391,0.771,0.109,0.569,0.028,0.409,0.356,0.204,0.001,0.765,0.0,0.0,0.0,0.0,0.0,0.752,5.946,11.007,1.0,15.0,85.0,0.0,83.724,16.276,0.0,FR001226,Group_2
5,L225301001,L2253010,FR,FR_EAUFRANCE,La Vonne à Cloué [Pont de Cloué],0.155592,46.434932,0.155592,46.434932,97,303.06,304.84,0,-0.5873424404408278,1969-01-16,2023-09-30,55,656,19926,10603,55.0,18296.0,72.0,1558.0,C,,732,2,"['FR001211', 'FR001212']",0.869,0.387,1.997,4.088,0.52,133.442,25.186,0.053,3.344,24.198,4.185,125.85,18.079,0.0,2.286,2.498,1.093,-0.25,0.009,19.376,1.246,2.0,238.602,4.718,4.0,271.379,168.628,97.344,1.801,86.179,0.009,0.547,0.194,8,1.532,14.704,9.678,48.207,27.412000000000003,2.783,24.629,11.74,36.467,9.678,0.0,0.0,0.0,0.0,0.0,14.704,0.0,0.0,0.0,14.841,46.185,6.086,32.888,0.0,0.0,0.0,14.841,0.0,0.0,113.987,130.0,50.0,53.215,44.595,33.252,22.154,8.199,1.4,1.121,0.149,0.639,0.012,0.489,0.369,0.125,0.001,0.858,0.0,0.0,2.0,0.2,0.46,0.892,8.643,15.982,4.0,27.0,57.99999999999999,15.0,14.841,52.271,32.888,FR001212,Group_2
